_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,_id_s,ilce_adi_s,mahalle_adi_s,mahalle_koy_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma,n_bldg,heavy,dmg_any,heavy_ratio
939,ÜSKÜDAR,SALACAK,40804,475,247,49,252,518,1,939,ÜSKÜDAR,SALACAK,40804,4,8,56,199,3,2,9,20,0,0,0,908,771,12,267,0.01556420233463035
940,ÜSKÜDAR,SELAMÝ ALÝ,40819,378,276,128,188,591,3,940,ÜSKÜDAR,SELAMÝ ALÝ,40819,3,9,53,203,4,2,12,25,0,0,0,295,782,12,268,0.015345268542199489
941,ÜSKÜDAR,SELÝMÝYE,40820,443,236,100,396,372,11,941,ÜSKÜDAR,SELÝMÝYE,40820,6,16,76,208,3,1,8,16,0,1,0,326,779,22,306,0.028241335044929396
942,ÜSKÜDAR,SULTANTEPE,98669,468,222,47,198,538,1,942,ÜSKÜDAR,SULTANTEPE,98669,7,15,78,222,6,3,18,35,0,0,0,888,737,22,322,0.029850746268656716
943,ÜSKÜDAR,ÜNALAN,40827,953,1059,190,1239,805,158,943,ÜSKÜDAR,ÜNALAN,40827,8,24,173,507,7,3,23,51,1,1,1,915,2202,32,712,0.014532243415077202
944,ÜSKÜDAR,VALÝDE-Ý ATÝK,40828,576,475,163,291,922,1,944,ÜSKÜDAR,VALÝDE-Ý ATÝK,40828,5,13,82,316,7,3,19,39,0,0,0,942,1214,18,416,0.014827018121911038
945,ÜSKÜDAR,YAVUZTÜRK,40830,496,2354,372,2804,387,31,945,ÜSKÜDAR,YAVUZTÜRK,40830,5,27,220,612,2,1,15,42,1,1,1,387,3222,32,864,0.009931719428926133
946,ÜSKÜDAR,ZEYNEP KAMÝL,98670,248,424,27,112,586,1,946,ÜSKÜDAR,ZEYNEP KAMÝL,98670,2,5,35,173,3,1,10,20,0,0,0,241,699,7,215,0.010014306151645207
947,ZEYTÝNBURNU,BEÞTELSÝZ,40838,361,880,309,482,1058,10,947,ZEYTÝNBURNU,BEÞTELSÝZ,40838,43,89,354,622,56,31,147,268,0,1,2,2291,1550,132,1108,0.08516129032258064
948,ZEYTÝNBURNU,ÇIRPICI,40837,381,759,311,464,986,1,948,ZEYTÝNBURNU,ÇIRPICI,40837,49,98,357,572,77,43,202,360,1,1,2,2760,1451,147,1076,0.10130944176430048
949,ZEYTÝNBURNU,GÖKALP,40834,116,716,243,218,856,1,949,ZEYTÝNBURNU,GÖKALP,40834,31,62,253,456,45,24,118,215,0,1,2,1111,1075,93,802,0.08651162790697674
950,ZEYTÝNBURNU,KAZLIÇEÞME,40840,111,171,240,449,60,13,950,ZEYTÝNBURNU,KAZLIÇEÞME,40840,25,44,126,182,13,8,36,68,0,1,3,346,522,69,377,0.13218390804597702
951,ZEYTÝNBURNU,MALTEPE,40843,450,927,185,1228,269,65,951,ZEYTÝNBURNU,MALTEPE,40843,62,125,378,513,15,8,44,81,1,1,4,181,1562,187,1078,0.11971830985915492
952,ZEYTÝNBURNU,MERKEZEFENDÝ,40842,182,625,162,469,469,31,952,ZEYTÝNBURNU,MERKEZEFENDÝ,40842,29,60,216,369,39,24,105,193,1,1,2,2617,969,89,674,0.09184726522187822
953,ZEYTÝNBURNU,NURÝPAÞA,40832,43,1017,183,251,991,1,953,ZEYTÝNBURNU,NURÝPAÞA,40832,39,77,308,529,66,37,173,314,1,1,2,3220,1243,116,953,0.09332260659694289
954,ZEYTÝNBURNU,SEYÝTNÝZAM,40841,157,1024,372,839,672,42,954,ZEYTÝNBURNU,SEYÝTNÝZAM,40841,37,92,363,592,51,28,134,246,1,1,3,2363,1553,129,1084,0.08306503541532517
955,ZEYTÝNBURNU,SÜMER,40831,53,1025,223,252,989,60,955,ZEYTÝNBURNU,SÜMER,40831,41,80,319,561,87,47,229,414,1,1,3,5682,1301,121,1001,0.0930053804765565
956,ZEYTÝNBURNU,TELSÝZ,40839,567,763,710,596,1443,1,956,ZEYTÝNBURNU,TELSÝZ,40839,72,133,470,801,84,48,223,400,1,1,3,1094,2040,205,1476,0.10049019607843138
957,ZEYTÝNBURNU,VELÝEFENDÝ,40836,92,1020,185,418,879,0,957,ZEYTÝNBURNU,VELÝEFENDÝ,40836,39,80,309,530,66,38,175,317,1,1,2,3400,1297,119,958,0.09175019275250579
958,ZEYTÝNBURNU,YENÝDOÐAN,40833,31,450,67,109,438,1,958,ZEYTÝNBURNU,YENÝDOÐAN,40833,17,33,135,234,24,13,63,114,0,0,1,1715,548,50,419,0.09124087591240876
959,ZEYTÝNBURNU,YEÞÝLTEPE,40835,50,726,113,203,685,1,959,ZEYTÝNBURNU,YEÞÝLTEPE,40835,26,52,211,374,45,25,118,216,0,0,1,4250,889,78,663,0.08773903262092239
