_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,_id_s,ilce_adi_s,mahalle_adi_s,mahalle_koy_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma,n_bldg,heavy,dmg_any,heavy_ratio
669,SANCAKTEPE,VEYSEL KARANÝ,40574,5,1298,517,1459,328,33,669,SANCAKTEPE,VEYSEL KARANÝ,40574,10,47,250,504,8,5,26,58,1,1,1,1215,1820,57,811,0.03131868131868132
670,SANCAKTEPE,YENÝDOÐAN,40774,6,814,613,995,425,13,670,SANCAKTEPE,YENÝDOÐAN,40774,1,6,63,226,0,0,1,9,0,0,1,313,1433,7,296,0.004884856943475227
671,SANCAKTEPE,YUNUS EMRE,40772,6,826,715,1152,389,6,671,SANCAKTEPE,YUNUS EMRE,40772,3,17,108,312,1,1,9,25,0,0,1,580,1547,20,440,0.012928248222365869
672,SARIYER,AYAZAÐA,40686,733,1198,707,2017,562,59,672,SARIYER,AYAZAÐA,40686,5,23,152,448,2,1,13,33,1,1,1,714,2638,28,628,0.01061410159211524
673,SARIYER,BAHÇEKÖY KEMER,40684,73,140,95,269,36,3,673,SARIYER,BAHÇEKÖY KEMER,40684,0,1,12,40,0,0,0,0,0,0,0,34,308,1,53,0.003246753246753247
674,SARIYER,BAHÇEKÖY MERKEZ,40682,132,102,63,211,84,2,674,SARIYER,BAHÇEKÖY MERKEZ,40682,0,1,11,39,0,0,0,2,0,0,0,49,297,1,51,0.003367003367003367
675,SARIYER,BAHÇEKÖY YENÝ,40683,96,168,117,276,99,6,675,SARIYER,BAHÇEKÖY YENÝ,40683,0,1,13,47,0,0,0,1,0,0,0,62,381,1,61,0.0026246719160104987
676,SARIYER,BALTALÝMANI,40657,268,593,364,1204,19,2,676,SARIYER,BALTALÝMANI,40657,3,12,74,187,0,0,3,8,0,0,0,125,1225,15,276,0.012244897959183673
677,SARIYER,BÜYÜKDERE,40658,552,885,353,1688,102,0,677,SARIYER,BÜYÜKDERE,40658,7,22,123,298,2,1,7,17,0,0,0,295,1790,29,450,0.016201117318435754
678,SARIYER,CUMHURÝYET,40659,425,780,313,1400,118,0,678,SARIYER,CUMHURÝYET,40659,2,10,66,200,0,0,3,10,0,0,0,176,1518,12,278,0.007905138339920948
679,SARIYER,ÇAMLITEPE,40660,441,233,243,850,67,0,679,SARIYER,ÇAMLITEPE,40660,1,4,27,97,0,0,1,5,0,0,0,83,917,5,129,0.0054525627044711015
680,SARIYER,ÇAYIRBAÞI,40661,340,347,182,844,25,0,680,SARIYER,ÇAYIRBAÞI,40661,12,27,98,166,5,3,15,28,0,0,0,286,869,39,303,0.04487917146144994
681,SARIYER,DARÜÞÞAFAKA,40662,25,237,76,174,162,2,681,SARIYER,DARÜÞÞAFAKA,40662,1,3,15,48,0,0,1,3,0,0,0,140,338,4,67,0.011834319526627219
682,SARIYER,DEMÝRCÝKÖY,191765,6,392,318,715,1,0,682,SARIYER,DEMÝRCÝKÖY,191765,1,3,31,92,0,0,0,0,0,0,0,34,716,4,127,0.00558659217877095
683,SARIYER,EMÝRGAN,40663,406,281,363,973,77,0,683,SARIYER,EMÝRGAN,40663,1,3,39,130,0,0,0,1,0,0,0,87,1050,4,173,0.0038095238095238095
684,SARIYER,FATÝH SULTAN MEHMET,40664,255,1782,800,2762,75,0,684,SARIYER,FATÝH SULTAN MEHMET,40664,3,19,153,434,0,0,4,14,0,0,0,291,2837,22,609,0.007754670426506873
685,SARIYER,FERAHEVLER,40665,546,961,534,1777,263,1,685,SARIYER,FERAHEVLER,40665,1,6,55,203,0,0,1,5,0,0,0,150,2041,7,265,0.0034296913277804997
686,SARIYER,GARÝPÇE,191767,19,76,54,146,3,0,686,SARIYER,GARÝPÇE,191767,0,1,6,19,0,0,0,0,0,0,0,7,149,1,26,0.006711409395973154
687,SARIYER,GÜMÜÞDERE,191769,17,352,409,766,12,0,687,SARIYER,GÜMÜÞDERE,191769,1,5,37,107,0,0,0,0,0,0,0,54,778,6,150,0.007712082262210797
688,SARIYER,HUZUR,40700,212,161,178,368,106,77,688,SARIYER,HUZUR,40700,1,4,26,94,0,0,1,3,0,0,1,124,551,5,125,0.009074410163339383
689,SARIYER,ÝSTÝNYE,40666,432,378,688,1261,237,0,689,SARIYER,ÝSTÝNYE,40666,11,30,141,284,8,5,23,44,0,1,1,592,1498,41,466,0.027369826435246995
690,SARIYER,KAZIM KARABEKÝR PAÞA,40667,430,807,304,1508,31,2,690,SARIYER,KAZIM KARABEKÝR PAÞA,40667,2,10,75,217,0,0,2,8,0,0,0,158,1541,12,304,0.007787151200519144
691,SARIYER,KISIRKAYA,191771,0,121,92,213,0,0,691,SARIYER,KISIRKAYA,191771,0,2,12,31,0,0,0,0,0,0,0,28,213,2,45,0.009389671361502348
692,SARIYER,KÝREÇBURNU,40668,380,384,224,917,71,0,692,SARIYER,KÝREÇBURNU,40668,1,2,27,98,0,0,0,1,0,0,0,38,988,3,128,0.003036437246963563
693,SARIYER,KOCATAÞ,40669,228,484,258,968,2,0,693,SARIYER,KOCATAÞ,40669,1,6,46,134,0,0,1,4,0,0,0,80,970,7,187,0.007216494845360825
694,SARIYER,KUMKÖY (KÝLYOS),191773,0,544,766,1288,22,0,694,SARIYER,KUMKÖY (KÝLYOS),191773,1,6,57,173,0,0,0,0,0,0,1,83,1310,7,237,0.0053435114503816794
695,SARIYER,MADEN,40670,513,991,743,2162,85,0,695,SARIYER,MADEN,40670,4,14,111,310,1,1,6,13,0,0,1,268,2247,18,439,0.00801068090787717
696,SARIYER,MASLAK,40704,115,180,347,564,54,24,696,SARIYER,MASLAK,40704,1,6,45,124,1,1,6,15,0,1,1,26,642,7,176,0.010903426791277258
697,SARIYER,PINAR,40672,378,298,854,1424,106,0,697,SARIYER,PINAR,40672,2,9,59,192,1,1,4,10,0,0,0,195,1530,11,262,0.00718954248366013
698,SARIYER,POLÝGON,40673,210,148,360,649,69,0,698,SARIYER,POLÝGON,40673,1,3,28,91,0,0,0,3,0,0,0,98,718,4,123,0.005571030640668524
699,SARIYER,PTT EVLERÝ,40674,162,257,137,479,77,0,699,SARIYER,PTT EVLERÝ,40674,4,9,53,111,2,1,7,14,0,0,0,175,556,13,177,0.023381294964028777
700,SARIYER,REÞÝTPAÞA,40675,1225,637,822,2464,215,5,700,SARIYER,REÞÝTPAÞA,40675,4,18,125,384,1,1,6,18,1,0,1,307,2684,22,531,0.00819672131147541
701,SARIYER,RUMELÝ HÝSARI,40676,558,407,385,1071,276,3,701,SARIYER,RUMELÝ HÝSARI,40676,3,11,77,223,0,0,3,8,0,0,0,195,1350,14,314,0.01037037037037037
702,SARIYER,RUMELÝ KAVAÐI,40677,319,265,181,709,56,0,702,SARIYER,RUMELÝ KAVAÐI,40677,3,9,56,135,0,0,2,6,0,0,0,119,765,12,203,0.01568627450980392
703,SARIYER,RUMELÝFENERÝ,191775,3,353,345,684,17,0,703,SARIYER,RUMELÝFENERÝ,191775,1,3,28,89,0,0,0,0,0,0,0,42,701,4,121,0.005706134094151213
704,SARIYER,SARIYER MERKEZ,40671,715,781,372,1593,275,0,704,SARIYER,SARIYER MERKEZ,40671,15,37,179,380,8,5,25,47,1,1,1,546,1868,52,611,0.027837259100642397
705,SARIYER,TARABYA,40678,365,1330,599,2009,284,1,705,SARIYER,TARABYA,40678,0,4,51,205,0,0,0,1,0,0,1,145,2294,4,260,0.0017436791630340018
706,SARIYER,USKUMRUKÖY,191777,38,1277,1397,2710,2,0,706,SARIYER,USKUMRUKÖY,191777,1,12,123,364,0,0,0,0,1,1,0,184,2712,13,500,0.004793510324483776
707,SARIYER,YENÝ,40679,318,240,154,667,45,0,707,SARIYER,YENÝ,40679,5,11,60,136,2,1,5,11,0,0,0,145,712,16,212,0.02247191011235955
708,SARIYER,YENÝKÖY,40680,904,950,591,2140,299,6,708,SARIYER,YENÝKÖY,40680,2,10,92,287,0,0,2,8,0,0,1,250,2445,12,391,0.0049079754601227
709,SARIYER,ZEKERÝYAKÖY,191779,57,1639,1517,2915,297,1,709,SARIYER,ZEKERÝYAKÖY,191779,1,8,103,360,0,0,0,0,1,1,1,231,3213,9,472,0.0028011204481792717
710,SÝLÝVRÝ,AKÖREN,191835,0,695,440,1129,6,0,710,SÝLÝVRÝ,AKÖREN,191835,4,17,83,199,0,0,0,0,1,0,1,95,1135,21,303,0.018502202643171806
711,SÝLÝVRÝ,ALÝBEY,40920,1,268,668,353,574,10,711,SÝLÝVRÝ,ALÝBEY,40920,8,28,134,330,7,4,24,53,1,1,1,1015,937,36,500,0.0384204909284952
712,SÝLÝVRÝ,ALÝPAÞA,40927,0,456,472,925,3,0,712,SÝLÝVRÝ,ALÝPAÞA,40927,8,31,127,221,0,0,1,3,1,1,1,117,928,39,387,0.04202586206896552
713,SÝLÝVRÝ,BALABAN,40930,17,1842,977,2788,48,0,713,SÝLÝVRÝ,BALABAN,40930,32,118,468,686,0,0,4,9,1,1,2,488,2836,150,1304,0.05289139633286319
714,SÝLÝVRÝ,BEKÝRLÝ,191845,109,56,109,274,0,0,714,SÝLÝVRÝ,BEKÝRLÝ,191845,3,7,24,49,0,0,0,1,0,0,0,28,274,10,83,0.0364963503649635
715,SÝLÝVRÝ,BEYCÝLER,191847,0,565,259,824,0,0,715,SÝLÝVRÝ,BEYCÝLER,191847,4,13,55,131,0,0,1,2,0,0,1,69,824,17,203,0.02063106796116505
716,SÝLÝVRÝ,BÜYÜK ÇAVUÞLU,40941,0,1107,455,1553,5,4,716,SÝLÝVRÝ,BÜYÜK ÇAVUÞLU,40941,9,26,101,239,0,0,3,6,0,1,1,145,1562,35,375,0.02240717029449424
717,SÝLÝVRÝ,BÜYÜK KILIÇLI,16775,0,557,351,905,3,0,717,SÝLÝVRÝ,BÜYÜK KILIÇLI,16775,4,17,75,172,0,0,0,0,0,0,0,85,908,21,268,0.023127753303964757
718,SÝLÝVRÝ,BÜYÜK SÝNEKLÝ,16771,0,238,86,324,0,0,718,SÝLÝVRÝ,BÜYÜK SÝNEKLÝ,16771,3,7,25,55,0,0,0,0,0,0,0,89,324,10,90,0.030864197530864196
719,SÝLÝVRÝ,CUMHURÝYET,40922,0,1541,1015,2431,125,0,719,SÝLÝVRÝ,CUMHURÝYET,40922,34,126,490,678,6,3,22,49,1,2,1,704,2556,160,1328,0.06259780907668232
720,SÝLÝVRÝ,ÇAYIRDERE,191851,316,328,417,1061,0,0,720,SÝLÝVRÝ,ÇAYIRDERE,191851,12,26,73,155,0,0,2,4,0,0,0,104,1061,38,266,0.03581526861451461
721,SÝLÝVRÝ,ÇELTÝK,191837,0,602,265,861,6,0,721,SÝLÝVRÝ,ÇELTÝK,191837,8,31,124,207,0,0,0,1,1,1,1,142,867,39,370,0.04498269896193772
722,SÝLÝVRÝ,DANAMANDIRA,191853,0,342,160,501,1,0,722,SÝLÝVRÝ,DANAMANDIRA,191853,2,5,23,63,0,0,0,1,0,0,0,32,502,7,93,0.013944223107569721
723,SÝLÝVRÝ,FATÝH,40918,5,357,314,465,211,0,723,SÝLÝVRÝ,FATÝH,40918,9,28,104,215,6,4,17,36,0,0,0,454,676,37,356,0.05473372781065089
724,SÝLÝVRÝ,FENER,16765,312,621,446,1376,3,0,724,SÝLÝVRÝ,FENER,16765,13,45,168,316,0,0,2,4,1,1,1,195,1379,58,542,0.04205946337926034
725,SÝLÝVRÝ,FEVZÝPAÞA,40933,14,590,474,1061,16,1,725,SÝLÝVRÝ,FEVZÝPAÞA,40933,7,29,128,242,1,1,5,12,1,1,2,188,1078,36,406,0.03339517625231911
726,SÝLÝVRÝ,GAZÝTEPE,40925,0,526,228,752,2,0,726,SÝLÝVRÝ,GAZÝTEPE,40925,7,28,105,180,0,0,1,3,0,0,0,124,754,35,320,0.046419098143236075
727,SÝLÝVRÝ,GÜMÜÞYAKA,40935,0,2966,1610,4502,74,0,727,SÝLÝVRÝ,GÜMÜÞYAKA,40935,45,186,781,1146,1,0,14,34,2,2,5,946,4576,231,2158,0.05048076923076923
728,SÝLÝVRÝ,HÜRRÝYET,40937,0,0,910,904,6,0,728,SÝLÝVRÝ,HÜRRÝYET,40937,1,16,110,214,0,0,0,0,1,1,0,322,910,17,341,0.01868131868131868
729,SÝLÝVRÝ,ÝSMETPAÞA,40934,149,504,401,1048,6,0,729,SÝLÝVRÝ,ÝSMETPAÞA,40934,7,29,122,229,1,1,4,10,1,1,1,221,1054,36,387,0.03415559772296015
730,SÝLÝVRÝ,KADIKÖY,40939,281,354,294,929,0,0,730,SÝLÝVRÝ,KADIKÖY,40939,12,38,128,224,1,1,4,9,0,0,0,170,929,50,402,0.05382131324004306
731,SÝLÝVRÝ,KAVAKLI,40936,0,0,943,927,16,0,731,SÝLÝVRÝ,KAVAKLI,40936,2,18,119,226,0,0,0,1,1,1,0,153,943,20,365,0.021208907741251327
732,SÝLÝVRÝ,KURFALLI,191855,1,350,148,497,1,1,732,SÝLÝVRÝ,KURFALLI,191855,3,11,39,90,0,0,0,0,0,0,0,48,499,14,143,0.028056112224448898
733,SÝLÝVRÝ,KÜÇÜK KILIÇLI,40924,0,124,117,241,0,0,733,SÝLÝVRÝ,KÜÇÜK KILIÇLI,40924,2,7,28,54,0,0,0,0,0,0,0,30,241,9,91,0.03734439834024896
734,SÝLÝVRÝ,KÜÇÜK SÝNEKLÝ,16779,0,88,13,101,0,0,734,SÝLÝVRÝ,KÜÇÜK SÝNEKLÝ,16779,1,3,8,18,0,0,0,0,0,0,0,11,101,4,30,0.039603960396039604
735,SÝLÝVRÝ,MÝMAR SÝNAN,40923,0,1899,1315,3105,105,4,735,SÝLÝVRÝ,MÝMAR SÝNAN,40923,37,139,559,822,9,3,33,72,1,2,4,1349,3214,176,1557,0.054760423148724334
736,SÝLÝVRÝ,ORTAKÖY,40938,116,859,1002,1950,23,4,736,SÝLÝVRÝ,ORTAKÖY,40938,20,75,307,496,1,1,4,10,1,2,0,353,1977,95,898,0.048052604957005564
737,SÝLÝVRÝ,PÝRÝ MEHMET PAÞA,40919,0,241,527,310,439,19,737,SÝLÝVRÝ,PÝRÝ MEHMET PAÞA,40919,11,30,124,278,6,4,19,40,0,1,1,584,768,41,443,0.053385416666666664
738,SÝLÝVRÝ,SANCAKTEPE,40931,17,1172,914,1996,102,5,738,SÝLÝVRÝ,SANCAKTEPE,40931,23,85,341,526,1,0,7,15,1,1,2,453,2103,108,975,0.05135520684736091
739,SÝLÝVRÝ,SAYALAR,191859,0,319,251,570,0,0,739,SÝLÝVRÝ,SAYALAR,191859,4,10,32,75,0,0,1,3,0,0,0,43,570,14,121,0.02456140350877193
740,SÝLÝVRÝ,SELÝMPAÞA,40940,0,1371,3583,4723,231,0,740,SÝLÝVRÝ,SELÝMPAÞA,40940,31,165,814,1319,5,2,23,64,3,5,5,1515,4954,196,2329,0.03956398869600323
741,SÝLÝVRÝ,SEMÝZKUMLAR,40926,0,2739,2671,5369,39,2,741,SÝLÝVRÝ,SEMÝZKUMLAR,40926,52,216,926,1347,3,0,9,20,1,2,3,1093,5410,268,2541,0.04953789279112754
742,SÝLÝVRÝ,SEYMEN,191841,0,562,340,895,7,0,742,SÝLÝVRÝ,SEYMEN,191841,5,19,82,180,0,0,0,0,0,0,0,88,902,24,286,0.026607538802660754
743,SÝLÝVRÝ,YENÝ,40921,0,751,1085,1385,348,103,743,SÝLÝVRÝ,YENÝ,40921,17,64,274,518,10,3,46,104,1,2,3,1964,1836,81,873,0.04411764705882353
744,SÝLÝVRÝ,YOLÇATI,40932,0,302,124,426,0,0,744,SÝLÝVRÝ,YOLÇATI,40932,4,14,54,97,0,0,0,0,0,0,0,64,426,18,169,0.04225352112676056
745,SULTANBEYLÝ,ABDURRAHMANGAZÝ,40949,117,2143,669,2481,436,12,745,SULTANBEYLÝ,ABDURRAHMANGAZÝ,40949,14,68,389,781,11,7,36,85,1,1,2,1763,2929,82,1252,0.02799590303857972
746,SULTANBEYLÝ,ADÝL,40943,2,719,538,939,290,30,746,SULTANBEYLÝ,ADÝL,40943,2,12,96,265,0,0,5,19,0,0,1,578,1259,14,375,0.011119936457505957
747,SULTANBEYLÝ,AHMET YESEVÝ,40942,22,2165,619,2407,392,7,747,SULTANBEYLÝ,AHMET YESEVÝ,40942,8,45,292,677,6,2,23,57,0,0,1,1305,2806,53,1022,0.018888096935138987
748,SULTANBEYLÝ,AKÞEMSETTÝN,40956,1,944,681,1534,92,0,748,SULTANBEYLÝ,AKÞEMSETTÝN,40956,4,29,182,377,2,1,11,30,0,0,1,631,1626,33,592,0.02029520295202952
749,SULTANBEYLÝ,BATTALGAZÝ,40944,3,2151,1213,3007,345,15,749,SULTANBEYLÝ,BATTALGAZÝ,40944,9,58,368,789,4,2,23,63,1,1,2,1470,3367,67,1224,0.0198990198990199
750,SULTANBEYLÝ,FATÝH,40951,0,1702,416,1970,148,0,750,SULTANBEYLÝ,FATÝH,40951,6,40,256,518,5,2,20,48,0,0,1,1112,2118,46,820,0.021718602455146365
751,SULTANBEYLÝ,HAMÝDÝYE,40952,3,1923,786,2572,140,0,751,SULTANBEYLÝ,HAMÝDÝYE,40952,12,67,379,702,10,6,36,83,1,1,2,1651,2712,79,1160,0.029129793510324485
752,SULTANBEYLÝ,HASANPAÞA,40948,5,1112,651,1512,248,8,752,SULTANBEYLÝ,HASANPAÞA,40948,6,36,217,461,4,3,17,42,0,0,1,955,1768,42,720,0.023755656108597284
753,SULTANBEYLÝ,MECÝDÝYE,40945,12,1828,646,2230,254,2,753,SULTANBEYLÝ,MECÝDÝYE,40945,7,42,260,568,4,3,17,46,0,1,2,1075,2486,49,877,0.019710378117457763
754,SULTANBEYLÝ,MEHMET AKÝF,40950,265,1791,733,2298,487,4,754,SULTANBEYLÝ,MEHMET AKÝF,40950,12,60,362,743,10,5,34,78,1,1,2,1581,2789,72,1177,0.025815704553603443
755,SULTANBEYLÝ,MÝMAR SÝNAN,40946,1,1100,1184,2150,121,14,755,SULTANBEYLÝ,MÝMAR SÝNAN,40946,3,26,178,436,0,0,5,24,1,1,2,626,2285,29,643,0.012691466083150985
756,SULTANBEYLÝ,NECÝP FAZIL,40954,0,1174,797,1900,70,1,756,SULTANBEYLÝ,NECÝP FAZIL,40954,8,52,285,512,5,2,21,51,1,1,2,1082,1971,60,857,0.030441400304414
757,SULTANBEYLÝ,ORHANGAZÝ,40955,0,1034,556,1538,52,0,757,SULTANBEYLÝ,ORHANGAZÝ,40955,7,41,223,410,6,3,22,51,1,1,1,918,1590,48,681,0.03018867924528302
758,SULTANBEYLÝ,TURGUT REÝS,40947,27,1368,463,1513,344,1,758,SULTANBEYLÝ,TURGUT REÝS,40947,3,23,168,417,1,0,10,29,0,0,1,742,1858,26,611,0.013993541442411194
759,SULTANBEYLÝ,YAVUZ SELÝM,40953,0,1662,685,2268,79,0,759,SULTANBEYLÝ,YAVUZ SELÝM,40953,8,49,294,569,5,2,20,50,0,1,1,1146,2347,57,920,0.024286322965487855
760,SULTANGAZÝ,50. YIL,40471,212,2975,926,1346,2765,2,760,SULTANGAZÝ,50. YIL,40471,10,32,278,1045,14,7,45,105,1,1,2,1779,4113,42,1365,0.010211524434719184
761,SULTANGAZÝ,75. YIL,40467,207,529,676,341,1071,0,761,SULTANGAZÝ,75. YIL,40467,2,5,47,262,2,0,8,22,0,0,1,387,1412,7,316,0.004957507082152974
762,SULTANGAZÝ,CEBECÝ,40474,512,2700,1307,2258,2258,3,762,SULTANGAZÝ,CEBECÝ,40474,7,30,256,923,5,2,21,56,1,1,1,1347,4519,37,1216,0.008187652135428191
763,SULTANGAZÝ,CUMHURÝYET,40465,61,423,193,170,507,0,763,SULTANGAZÝ,CUMHURÝYET,40465,1,2,25,134,1,0,4,10,0,0,0,189,677,3,162,0.004431314623338257
764,SULTANGAZÝ,ESENTEPE,40470,95,2026,1414,1552,1978,5,764,SULTANGAZÝ,ESENTEPE,40470,4,19,160,686,3,1,17,48,0,1,1,1114,3535,23,869,0.006506364922206506
765,SULTANGAZÝ,ESKÝ HABÝPLER,40356,117,257,395,601,148,20,765,SULTANGAZÝ,ESKÝ HABÝPLER,40356,1,6,37,120,0,0,0,4,0,0,0,139,769,7,164,0.009102730819245773
766,SULTANGAZÝ,GAZÝ,40469,764,673,650,1290,797,0,766,SULTANGAZÝ,GAZÝ,40469,6,24,121,404,6,4,20,46,0,0,1,793,2087,30,555,0.014374700527072353
767,SULTANGAZÝ,HABÝBLER,40477,161,891,851,1877,24,2,767,SULTANGAZÝ,HABÝBLER,40477,3,19,91,275,0,0,0,8,0,0,0,137,1903,22,388,0.011560693641618497
768,SULTANGAZÝ,ÝSMETPAÞA,40475,399,1735,911,1047,1996,2,768,SULTANGAZÝ,ÝSMETPAÞA,40475,4,13,138,611,5,2,17,45,0,0,1,980,3045,17,766,0.005582922824302135
769,SULTANGAZÝ,MALKOÇOÐLU,40476,1,531,236,279,489,0,769,SULTANGAZÝ,MALKOÇOÐLU,40476,0,2,26,134,0,0,2,6,0,0,0,163,768,2,162,0.0026041666666666665
770,SULTANGAZÝ,SULTANÇÝFTLÝÐÝ,40472,385,1143,675,813,1388,2,770,SULTANGAZÝ,SULTANÇÝFTLÝÐÝ,40472,3,10,104,454,4,1,14,35,0,0,1,641,2203,13,571,0.005901044030866999
771,SULTANGAZÝ,UÐUR MUMCU,40473,421,1398,738,951,1598,8,771,SULTANGAZÝ,UÐUR MUMCU,40473,8,25,206,713,11,5,33,76,1,1,1,1207,2557,33,952,0.012905748924520923
772,SULTANGAZÝ,YAYLA,40377,33,823,491,1307,40,0,772,SULTANGAZÝ,YAYLA,40377,2,11,77,211,0,0,1,6,0,0,0,188,1347,13,301,0.009651076466221232
773,SULTANGAZÝ,YUNUS EMRE,40466,362,649,905,627,1289,0,773,SULTANGAZÝ,YUNUS EMRE,40466,2,9,74,360,3,2,14,37,0,0,1,667,1916,11,445,0.005741127348643006
774,SULTANGAZÝ,ZÜBEYDE HANIM,40468,772,1668,656,2358,738,0,774,SULTANGAZÝ,ZÜBEYDE HANIM,40468,8,38,164,552,3,3,21,52,0,0,1,793,3096,46,762,0.014857881136950904
775,ÞÝLE,AÐAÇDERE,191927,5,60,15,80,0,0,775,ÞÝLE,AÐAÇDERE,191927,0,1,5,13,0,0,0,0,0,0,0,6,80,1,19,0.0125
776,ÞÝLE,AÐVA MERKEZ,40961,200,508,151,844,15,0,776,ÞÝLE,AÐVA MERKEZ,40961,1,4,39,117,0,0,0,0,0,1,1,40,859,5,161,0.005820721769499418
777,ÞÝLE,AHMETLÝ,191861,20,519,324,846,17,0,777,ÞÝLE,AHMETLÝ,191861,2,6,38,110,0,0,0,0,1,1,1,41,863,8,156,0.009269988412514484
778,ÞÝLE,AKÇAKESE,191863,5,338,27,368,2,0,778,ÞÝLE,AKÇAKESE,191863,0,2,12,40,0,0,0,0,0,0,0,12,370,2,54,0.005405405405405406
779,ÞÝLE,ALACALI,191947,0,36,512,548,0,0,779,ÞÝLE,ALACALI,191947,0,1,15,53,0,0,0,0,0,0,0,13,548,1,69,0.0018248175182481751
780,ÞÝLE,AVCIKORU,191949,29,72,26,127,0,0,780,ÞÝLE,AVCIKORU,191949,0,1,6,17,0,0,0,0,0,0,0,5,127,1,24,0.007874015748031496
781,ÞÝLE,BALÝBEY,40960,47,939,831,1781,36,0,781,ÞÝLE,BALÝBEY,40960,0,3,50,185,0,0,0,0,0,1,1,49,1817,3,238,0.001651073197578426
782,ÞÝLE,BIÇKIDERE,191951,37,130,18,185,0,0,782,ÞÝLE,BIÇKIDERE,191951,1,3,14,33,0,0,0,1,0,0,0,16,185,4,51,0.021621621621621623
783,ÞÝLE,BOZGOCA,16785,4,79,13,96,0,0,783,ÞÝLE,BOZGOCA,16785,0,0,3,9,0,0,0,0,0,0,0,2,96,0,12,0.0
784,ÞÝLE,BUCAKLI,191897,38,208,39,284,1,0,784,ÞÝLE,BUCAKLI,191897,0,1,10,33,0,0,0,0,0,0,0,10,285,1,44,0.0035087719298245615
785,ÞÝLE,ÇATAKLI,191899,47,46,25,118,0,0,785,ÞÝLE,ÇATAKLI,191899,1,1,7,18,0,0,0,0,0,0,0,9,118,2,27,0.01694915254237288
786,ÞÝLE,ÇAVUÞ,40959,171,1156,451,1586,192,0,786,ÞÝLE,ÇAVUÞ,40959,1,5,62,209,0,0,0,0,1,1,1,130,1778,6,277,0.003374578177727784
787,ÞÝLE,ÇAYIRBAÞI,191867,0,415,148,557,6,0,787,ÞÝLE,ÇAYIRBAÞI,191867,0,2,17,60,0,0,0,0,0,0,0,18,563,2,79,0.003552397868561279
788,ÞÝLE,ÇELEBÝ,191901,0,114,39,153,0,0,788,ÞÝLE,ÇELEBÝ,191901,0,0,4,15,0,0,0,0,0,0,0,4,153,0,19,0.0
789,ÞÝLE,ÇENGÝLLÝ,191929,0,95,12,107,0,0,789,ÞÝLE,ÇENGÝLLÝ,191929,0,2,7,19,0,0,0,0,0,0,0,9,107,2,28,0.018691588785046728
790,ÞÝLE,DARLIK,191869,0,42,17,59,0,0,790,ÞÝLE,DARLIK,191869,0,1,4,11,0,0,0,0,0,0,0,5,59,1,16,0.01694915254237288
791,ÞÝLE,DEÐÝRMENÇAYIRI,191931,0,225,101,326,0,0,791,ÞÝLE,DEÐÝRMENÇAYIRI,191931,1,6,26,63,0,0,0,0,0,0,0,30,326,7,96,0.02147239263803681
792,ÞÝLE,DOÐANCILI,191953,0,0,714,710,4,0,792,ÞÝLE,DOÐANCILI,191953,0,1,16,63,0,0,0,0,0,0,1,14,714,1,80,0.0014005602240896359
793,ÞÝLE,ERENLER,191871,0,41,6,47,0,0,793,ÞÝLE,ERENLER,191871,0,0,2,5,0,0,0,0,0,0,0,2,47,0,7,0.0
794,ÞÝLE,ESENCELÝ,191955,8,25,16,49,0,0,794,ÞÝLE,ESENCELÝ,191955,0,1,3,8,0,0,0,0,0,0,0,4,49,1,12,0.02040816326530612
795,ÞÝLE,GEREDELÝ,191903,24,454,103,581,0,0,795,ÞÝLE,GEREDELÝ,191903,1,4,24,72,0,0,0,0,0,0,0,28,581,5,101,0.008605851979345954
796,ÞÝLE,GÖÇE,191905,62,213,63,337,1,0,796,ÞÝLE,GÖÇE,191905,1,2,13,40,0,0,0,0,0,0,0,16,338,3,56,0.008875739644970414
797,ÞÝLE,GÖKMAÞLI,16807,49,94,8,151,0,0,797,ÞÝLE,GÖKMAÞLI,16807,0,1,8,22,0,0,0,0,0,0,0,7,151,1,31,0.006622516556291391
798,ÞÝLE,GÖKSU,191909,48,130,24,202,0,0,798,ÞÝLE,GÖKSU,191909,1,3,12,32,0,0,0,0,0,0,0,14,202,4,48,0.019801980198019802
799,ÞÝLE,HACI KASIM,40958,82,173,19,240,34,0,799,ÞÝLE,HACI KASIM,40958,0,0,7,29,0,0,0,0,0,0,0,10,274,0,36,0.0
800,ÞÝLE,HACILLI,191911,4,101,18,123,0,0,800,ÞÝLE,HACILLI,191911,0,2,8,20,0,0,0,0,0,0,0,10,123,2,30,0.016260162601626018
801,ÞÝLE,HASANLI,191933,1,122,33,156,0,0,801,ÞÝLE,HASANLI,191933,1,2,9,26,0,0,0,0,0,0,0,12,156,3,38,0.019230769230769232
802,ÞÝLE,ÝMRENDERE,191873,0,384,29,411,2,0,802,ÞÝLE,ÝMRENDERE,191873,0,2,15,48,0,0,0,0,0,0,0,10,413,2,65,0.004842615012106538
