_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,lon,lat,area_km2,match,vs30_point,vs30_mean,vs30_min,vs30_max,vs30_used,vs30_source,vs30_flag
59,ATAŞEHİR,YENİSAHRA,40526,782,378,264,1216,207,1,29.088006,40.990179,0.713,name+spatial,373.6,330.7,255.95155334472656,375.7322692871094,330.7,polygon mean,ok
60,ATAŞEHİR,YENİŞEHİR,99517,56,128,212,58,225,113,29.142895,40.993994,0.823,name+district,337.6,375.6,337.5726318359375,410.2487487792969,375.6,polygon mean,ok
61,AVCILAR,AMBARLI,40146,354,941,323,561,1009,48,28.711541,40.97595,1.835,name+district,469.1,497.7,380.8756408691406,600.0,497.7,polygon mean,ok
62,AVCILAR,CİHANGİR,40148,282,1376,1391,1324,1694,31,28.700639,40.990452,3.824,name+district,544.9,443.2,293.6829528808594,550.865966796875,443.2,polygon mean,ok
63,AVCILAR,DENİZKÖŞKLER,40147,379,1370,402,725,1387,39,28.735037,40.975329,1.682,name+district,434.9,454.2,225.10476684570312,600.0,454.2,polygon mean,ok
64,AVCILAR,FİRUZKÖY,40152,586,1598,927,2703,397,11,28.718937,41.025771,12.482,name+district,364.0,461.8,268.9647216796875,605.6824340820312,461.8,polygon mean,ok
65,AVCILAR,GÜMÜŞPALA,40151,303,1111,475,617,1253,19,28.740585,40.981156,1.136,name+district,454.3,414.8,225.10476684570312,600.0,414.8,polygon mean,ok
66,AVCILAR,MERKEZ,40145,371,552,185,189,848,71,28.721837,40.981975,0.858,name+district,434.0,450.7,361.7786865234375,490.34014892578125,450.7,polygon mean,ok
67,AVCILAR,MUSTAFA KEMALPAŞA,40150,258,973,717,498,1443,7,28.70429,41.001858,0.954,name+district,293.7,414.9,293.6829528808594,513.9769897460938,414.9,polygon mean,ok
68,AVCILAR,TAHTAKALE,40154,4,1549,958,1956,339,216,28.713975,41.069759,11.455,name+district,482.2,449.9,319.34942626953125,600.0,449.9,polygon mean,ok
69,AVCILAR,ÜNİVERSİTE,40149,59,574,626,578,655,26,28.723265,40.991872,2.826,name+district,516.8,480.0,293.6829528808594,600.0,480.0,polygon mean,ok
70,AVCILAR,YEŞİLKENT,40153,0,4243,3875,7362,735,21,28.699643,41.041148,5.086,name+district,482.9,451.4,283.67279052734375,536.8303833007812,451.4,polygon mean,ok
71,BAĞCILAR,100. YIL,40176,195,2175,436,1233,1555,18,28.851869,41.063638,1.324,name+district,379.1,366.7,314.22930908203125,402.8040771484375,366.7,polygon mean,ok
72,BAĞCILAR,BAĞLAR,40155,239,677,356,771,462,39,28.821562,41.026231,1.391,name+district,453.6,410.7,310.2262268066406,457.0579528808594,410.7,polygon mean,ok
73,BAĞCILAR,BARBAROS,40157,298,487,359,364,776,4,28.839213,41.026066,0.44,name+spatial,420.9,386.3,335.6001281738281,420.9292297363281,386.3,polygon mean,ok
74,BAĞCILAR,ÇINAR,40163,469,1045,228,424,1304,14,28.863811,41.036934,0.55,name+district,373.1,353.7,325.483642578125,389.91583251953125,353.7,polygon mean,ok
75,BAĞCILAR,DEMİRKAPI,40171,250,1835,504,987,1554,48,28.837728,41.04866,1.079,name+spatial,443.3,361.0,214.15431213378906,443.2865295410156,361.0,polygon mean,ok
76,BAĞCILAR,EVREN,40169,229,2099,832,1291,1840,29,,,,UNMATCHED,,,,,,none,no_geometry
77,BAĞCILAR,FATİH,40172,214,1996,288,975,1520,3,28.845115,41.051612,0.664,name+district,443.3,384.8,317.2164611816406,443.2865295410156,384.8,polygon mean,ok
78,BAĞCILAR,FEVZİ ÇAKMAK,40173,333,1044,370,576,1142,29,28.855977,41.045825,0.732,name+district,341.4,333.8,298.7641906738281,377.75579833984375,333.8,polygon mean,ok
79,BAĞCILAR,GÖZTEPE,40175,135,1714,257,1085,989,32,28.838031,41.060378,1.629,name+district,402.8,369.9,214.15431213378906,465.1885070800781,369.9,polygon mean,ok
80,BAĞCILAR,GÜNEŞLİ,40168,213,1642,555,852,1503,55,28.828511,41.037786,1.23,name+spatial,439.7,412.9,379.9916687011719,444.1518859863281,412.9,polygon mean,ok
81,BAĞCILAR,HÜRRİYET,40156,449,644,391,602,856,26,28.832223,41.026606,0.589,name+spatial,335.6,406.9,335.6001281738281,453.6114196777344,406.9,polygon mean,ok
82,BAĞCILAR,İNÖNÜ,40159,320,825,217,564,793,5,28.851349,41.029863,0.5,name+district,403.6,382.9,335.586669921875,403.6475830078125,382.9,polygon mean,ok
83,BAĞCILAR,KAZIM KARABEKİR,40158,352,749,432,539,992,2,28.844328,41.027754,0.498,name+district,420.9,392.2,335.586669921875,420.9292297363281,392.2,polygon mean,ok
84,BAĞCILAR,KEMALPAŞA,40174,259,1457,267,843,1138,2,28.851649,41.051046,0.572,name+spatial,317.2,352.2,298.7641906738281,384.43218994140625,352.2,polygon mean,ok
85,BAĞCILAR,KİRAZLI,40166,263,1572,457,925,1333,34,28.840442,41.034988,0.942,name+spatial,408.8,395.9,377.75579833984375,417.53546142578125,395.9,polygon mean,ok
86,BAĞCILAR,MAHMUTBEY,40170,266,3585,434,3428,802,55,28.820902,41.057577,4.868,name+spatial,462.3,380.5,214.15431213378906,465.1885070800781,380.5,polygon mean,ok
87,BAĞCILAR,MERKEZ,40162,180,621,243,305,722,17,,,,UNMATCHED,,,,,,none,no_geometry
88,BAĞCILAR,SANCAKTEPE,40164,229,657,170,363,688,5,28.855411,41.038549,0.397,name+district,341.4,378.2,341.3932189941406,403.6475830078125,378.2,polygon mean,ok
89,BAĞCILAR,YAVUZ SELİM,40165,239,901,311,536,897,18,28.849615,41.037607,0.642,name+district,377.8,399.5,377.75579833984375,417.53546142578125,399.5,polygon mean,ok
90,BAĞCILAR,YENİGÜN,40161,246,519,112,169,707,1,28.859655,41.022293,0.279,name+district,402.3,366.9,326.1588439941406,407.24371337890625,366.9,polygon mean,ok
91,BAĞCILAR,YENİMAHALLE,40167,137,1236,247,619,953,48,28.837995,41.042265,0.775,name+district,417.5,390.7,327.44818115234375,443.2865295410156,390.7,polygon mean,ok
92,BAĞCILAR,YILDIZTEPE,40160,557,1066,355,697,1260,21,28.853751,41.024299,0.601,name+district,335.6,383.8,335.586669921875,407.24371337890625,383.8,polygon mean,ok
93,BAHÇELİEVLER,BAHÇELİEVLER,40177,728,878,359,835,1014,116,28.868595,41.003108,3.176,name+district,375.8,375.9,326.1588439941406,411.7250061035156,375.9,polygon mean,ok
94,BAHÇELİEVLER,CUMHURİYET,40181,196,1136,271,310,1285,8,28.853994,41.0173,0.7,name+district,324.9,359.2,324.92523193359375,407.24371337890625,359.2,polygon mean,ok
95,BAHÇELİEVLER,ÇOBANÇEŞME,40184,108,1539,230,649,1216,12,28.826499,41.001701,1.278,name+district,439.5,393.9,298.29486083984375,439.4875793457031,393.9,polygon mean,ok
96,BAHÇELİEVLER,FEVZİ ÇAKMAK,40185,145,881,78,184,917,3,,,,UNMATCHED,,,,,,none,no_geometry
97,BAHÇELİEVLER,HÜRRİYET,40187,107,1491,129,185,1517,25,,,,UNMATCHED,,,,,,none,no_geometry
98,BAHÇELİEVLER,KOCASİNAN MERKEZ,40182,152,1623,848,815,1785,23,,,,UNMATCHED,,,,,,none,no_geometry
99,BAHÇELİEVLER,SİYAVUŞPAŞA,40179,793,1308,58,111,2034,14,28.85437,41.002093,0.815,name+spatial,405.4,388.9,350.0792541503906,410.6965637207031,388.9,polygon mean,ok
100,BAHÇELİEVLER,SOĞANLI,40180,476,1745,166,143,2234,10,28.854558,41.01082,0.962,name+district,401.5,365.1,324.92523193359375,407.24371337890625,365.1,polygon mean,ok
101,BAHÇELİEVLER,ŞİRİNEVLER,40178,577,1434,230,299,1910,32,28.846944,40.998548,1.093,name+spatial,381.5,353.9,308.9753723144531,384.30279541015625,353.9,polygon mean,ok
102,BAHÇELİEVLER,YENİBOSNA MERKEZ,40183,365,1263,567,1234,897,64,28.81808,41.011902,4.378,name+spatial,430.2,397.6,226.69239807128906,453.6114196777344,397.6,polygon mean,ok
103,BAHÇELİEVLER,ZAFER,40186,245,2185,965,599,2789,7,28.835974,41.005138,1.085,name+district,418.4,374.8,308.9753723144531,420.26177978515625,374.8,polygon mean,ok
104,BAKIRKÖY,ATAKÖY 1. KISIM,40202,61,7,27,39,42,14,28.870038,40.974672,0.554,name+district,330.4,366.4,245.73304748535156,600.0,366.4,polygon mean,ok
105,BAKIRKÖY,ATAKÖY 2-5-6. KISIM,40194,123,8,93,108,74,42,28.85536,40.97721,1.235,name+district,271.5,347.8,252.7583770751953,600.0,347.8,polygon mean,ok
106,BAKIRKÖY,ATAKÖY 3-4-11. KISIM,40201,156,93,11,82,170,8,28.860425,40.982996,0.644,name+district,347.5,337.8,290.3082275390625,375.73211669921875,337.8,polygon mean,ok
107,BAKIRKÖY,ATAKÖY 7-8-9-10. KISIM,40196,3,426,107,239,226,71,28.842473,40.986756,2.06,name+district,275.2,309.7,252.7583770751953,359.12921142578125,309.7,polygon mean,ok
108,BAKIRKÖY,BASINKÖY,40200,184,358,108,614,36,0,28.78311,40.97872,1.553,name+district,427.4,404.6,349.7980651855469,458.48223876953125,404.6,polygon mean,ok
109,BAKIRKÖY,CEVİZLİK,40192,332,259,110,198,501,2,28.876238,40.977739,0.187,name+district,344.9,345.9,344.85858154296875,346.9392395019531,345.9,polygon mean,ok
110,BAKIRKÖY,KARTALTEPE,40197,775,641,57,414,1056,3,28.876632,40.987903,1.344,name+district,358.4,364.4,346.9392395019531,388.71307373046875,364.4,polygon mean,ok
111,BAKIRKÖY,OSMANİYE,40188,339,363,290,512,470,10,28.885436,40.994118,2.353,name+district,358.6,347.7,283.6947021484375,399.2172546386719,347.7,polygon mean,ok
112,BAKIRKÖY,SAKIZAĞACI,40191,300,143,29,77,385,10,28.883629,40.978296,0.382,name+district,301.8,376.9,283.6947021484375,600.0,376.9,polygon mean,ok
113,BAKIRKÖY,ŞENLİKKÖY,40199,357,1134,320,1644,166,1,,,,UNMATCHED,,,,,,none,no_geometry
114,BAKIRKÖY,YENİMAHALLE,40190,319,126,48,134,359,0,28.882332,40.980693,0.236,name+district,354.0,326.2,283.6947021484375,353.9823303222656,326.2,polygon mean,ok
115,BAKIRKÖY,YEŞİLKÖY,40189,894,848,590,1755,554,23,28.820224,40.976447,13.106,name+district,296.2,339.5,226.69239807128906,600.0,339.5,polygon mean,ok
116,BAKIRKÖY,YEŞİLYURT,40195,179,97,32,134,173,1,28.841326,40.965444,0.704,name+district,337.4,388.5,252.7583770751953,600.0,388.5,polygon mean,ok
117,BAKIRKÖY,ZEYTİNLİK,40193,203,270,101,143,430,1,28.873049,40.97699,0.291,name+district,344.9,349.5,330.3780517578125,375.73211669921875,349.5,polygon mean,ok
118,BAKIRKÖY,ZUHURATBABA,40198,644,319,66,279,746,4,28.863828,40.988911,1.839,name+district,368.5,358.2,290.3082275390625,410.6965637207031,358.2,polygon mean,ok
119,BAŞAKŞEHİR,ALTINŞEHİR,40598,96,968,332,1256,140,0,28.751391,41.067467,1.365,name+district,477.3,417.0,327.6659240722656,483.09783935546875,417.0,polygon mean,ok
120,BAŞAKŞEHİR,BAHÇEŞEHİR 1. KISIM,40871,0,699,1478,1837,176,164,28.684605,41.088069,8.03,name+district,532.2,462.8,319.34942626953125,532.912109375,462.8,polygon mean,ok
121,BAŞAKŞEHİR,BAHÇEŞEHİR 2. KISIM,40872,1,1130,1664,2101,141,553,28.666426,41.082731,9.117,name+district,553.2,451.2,239.16969299316406,582.4488525390625,451.2,polygon mean,ok
122,BAŞAKŞEHİR,BAŞAK,40357,1,644,793,792,208,438,28.82183,41.10475,24.819,name+district,401.5,373.1,201.71006774902344,454.0853576660156,373.1,polygon mean,ok
123,BAŞAKŞEHİR,BAŞAKŞEHİR,40581,0,136,658,187,208,399,28.787197,41.110934,8.204,name+district,411.1,371.9,278.25067138671875,454.0853576660156,371.9,polygon mean,ok
124,BAŞAKŞEHİR,GÜVERCİNTEPE,40597,110,3440,903,3784,640,29,28.749764,41.089509,5.933,name+district,411.7,390.1,247.07789611816406,545.6436767578125,390.1,polygon mean,ok
125,BAŞAKŞEHİR,KAYABAŞI,40583,206,425,969,872,121,607,28.765999,41.121152,13.748,name+district,392.6,387.6,257.1637878417969,548.58984375,387.6,polygon mean,ok
126,BAŞAKŞEHİR,ŞAHİNTEPE,40584,95,3785,959,4624,202,13,28.725286,41.088552,11.598,name+district,442.2,468.5,319.34942626953125,619.0201416015625,468.5,polygon mean,ok
127,BAŞAKŞEHİR,ŞAMLAR,191991,9,347,103,440,19,0,28.715983,41.118053,9.263,name-only,407.5,459.6,260.692138671875,603.2903442382812,459.6,polygon mean,ok
128,BAŞAKŞEHİR,ZİYA GÖKALP,40585,296,2046,3498,5283,474,83,28.772081,41.077218,7.213,name+district,288.5,346.2,247.07789611816406,408.54022216796875,346.2,polygon mean,ok
129,BAYRAMPAŞA,ALTINTEPSİ,40207,679,1206,353,1073,1161,4,28.895223,41.040032,1.272,name+spatial,286.2,345.9,286.23883056640625,411.3601989746094,345.9,polygon mean,ok
130,BAYRAMPAŞA,CEVATPAŞA,40203,351,733,116,648,552,0,28.883119,41.071548,0.595,name+district,319.9,355.6,265.03607177734375,453.2088317871094,355.6,polygon mean,ok
131,BAYRAMPAŞA,İSMET PAŞA,40209,555,489,166,568,611,31,28.905602,41.043043,0.508,name+district,390.9,407.6,390.8924255371094,420.5035400390625,407.6,polygon mean,ok
132,BAYRAMPAŞA,KARTALTEPE,40211,1256,1408,257,1286,1631,4,28.900879,41.056418,0.849,name+district,356.6,373.0,315.71649169921875,424.6842041015625,373.0,polygon mean,ok
133,BAYRAMPAŞA,KOCATEPE,40212,235,784,218,509,702,26,28.892635,41.050698,1.734,name+district,373.1,370.7,286.23883056640625,424.6842041015625,370.7,polygon mean,ok
134,BAYRAMPAŞA,MURATPAŞA,40213,1285,1342,212,1551,1287,1,28.906715,41.049329,0.808,name+spatial,347.4,377.2,315.71649169921875,420.5035400390625,377.2,polygon mean,ok
135,BAYRAMPAŞA,ORTAMAHALLE,40204,635,763,132,870,659,1,28.915399,41.032297,0.761,name+district,329.3,362.5,329.3025817871094,402.7902526855469,362.5,polygon mean,ok
136,BAYRAMPAŞA,TERAZİDERE,40206,532,834,114,771,709,0,28.90087,41.032356,0.49,name+district,331.0,333.8,288.9548034667969,402.7902526855469,333.8,polygon mean,ok
137,BAYRAMPAŞA,VATAN,40205,541,398,142,712,368,1,28.90664,41.03301,0.231,name+district,402.8,366.9,331.0149841308594,402.7902526855469,366.9,polygon mean,ok
138,BAYRAMPAŞA,YENİDOĞAN,40208,687,762,154,804,793,6,28.913277,41.040712,0.817,name+district,385.5,382.0,329.3025817871094,411.3601989746094,382.0,polygon mean,ok
139,BAYRAMPAŞA,YILDIRIM,40210,1539,1521,553,1865,1745,3,28.891351,41.064174,1.488,name+spatial,374.0,400.7,356.58990478515625,453.2088317871094,400.7,polygon mean,ok
140,BEŞİKTAŞ,ABBASAĞA,40219,217,169,101,166,319,2,29.005155,41.04959,0.145,name+spatial,483.2,472.6,461.97637939453125,483.1842041015625,472.6,polygon mean,ok
141,BEŞİKTAŞ,AKAT,40234,398,597,291,954,294,38,29.026278,41.085982,1.53,name+spatial,418.3,404.4,273.87017822265625,515.5169067382812,404.4,polygon mean,ok
142,BEŞİKTAŞ,ARNAVUTKÖY,40231,611,295,196,997,105,0,29.041305,41.068194,0.425,name+spatial,582.5,596.5,557.3040771484375,646.3561401367188,596.5,polygon mean,ok
143,BEŞİKTAŞ,BALMUMCU,40223,145,144,61,289,48,13,29.015073,41.059527,0.556,name+district,456.8,430.7,311.8330383300781,487.4217834472656,430.7,polygon mean,ok
144,BEŞİKTAŞ,BEBEK,40232,477,266,170,743,169,1,29.043979,41.07897,1.246,name+district,646.4,571.2,506.2638244628906,646.3561401367188,571.2,polygon mean,ok
145,BEŞİKTAŞ,CİHANNÜMA,40217,209,141,88,173,260,5,29.007989,41.046756,0.274,name+district,483.2,461.8,440.4998779296875,483.1842041015625,461.8,polygon mean,ok
146,BEŞİKTAŞ,DİKİLİTAŞ,40221,288,243,170,113,529,59,29.004873,41.055389,0.649,name+spatial,429.1,446.3,411.0306091308594,483.1842041015625,446.3,polygon mean,ok
147,BEŞİKTAŞ,ETİLER,40233,438,189,173,524,261,15,29.036085,41.084384,1.215,name+spatial,429.6,454.8,273.87017822265625,646.3561401367188,454.8,polygon mean,ok
148,BEŞİKTAŞ,GAYRETTEPE,40222,227,169,111,137,239,131,29.006202,41.062243,0.598,name+spatial,429.1,361.1,292.5301818847656,429.09747314453125,361.1,polygon mean,ok
149,BEŞİKTAŞ,KONAKLAR,40236,217,231,181,278,319,32,29.015164,41.094997,2.632,name+district,431.9,368.3,287.7975158691406,431.8675842285156,368.3,polygon mean,ok
150,BEŞİKTAŞ,KURUÇEŞME,40228,437,147,132,667,49,0,29.034273,41.06149,1.014,name+district,545.0,577.0,544.9840087890625,600.0,577.0,polygon mean,ok
151,BEŞİKTAŞ,KÜLTÜR,40229,172,141,117,286,138,6,29.032796,41.072961,0.73,name+district,515.5,515.1,273.87017822265625,646.3561401367188,515.1,polygon mean,ok
152,BEŞİKTAŞ,LEVAZIM,40226,38,118,64,59,148,13,29.019347,41.062554,0.761,name+spatial,412.4,450.0,412.41607666015625,487.4217834472656,450.0,polygon mean,ok
153,BEŞİKTAŞ,LEVENT,40235,798,158,416,1337,24,11,29.016944,41.081576,1.083,name+spatial,369.9,352.9,273.87017822265625,431.8675842285156,352.9,polygon mean,ok
154,BEŞİKTAŞ,MECİDİYE,40224,546,320,216,673,409,0,29.019187,41.052509,0.571,name+district,473.1,466.6,429.09747314453125,487.4217834472656,466.6,polygon mean,ok
155,BEŞİKTAŞ,MURADİYE,40216,141,139,34,15,293,6,28.998994,41.048052,0.081,name+spatial,462.0,467.9,461.97637939453125,473.8778991699219,467.9,polygon mean,ok
156,BEŞİKTAŞ,NİSBETİYE,40230,201,271,114,123,426,37,,,,UNMATCHED,,,,,,none,no_geometry
157,BEŞİKTAŞ,ORTAKÖY,40225,474,273,284,727,303,1,29.027706,41.054589,0.851,name+spatial,487.4,529.7,486.5447082519531,600.0,529.7,polygon mean,ok
158,BEŞİKTAŞ,SİNANPAŞA,40215,189,187,147,289,233,1,29.004871,41.042764,0.166,name+spatial,440.5,457.2,440.4998779296875,473.8778991699219,457.2,polygon mean,ok
159,BEŞİKTAŞ,TÜRKALİ,40218,395,212,102,190,512,7,29.002422,41.047202,0.21,name+district,462.0,464.9,440.4998779296875,483.1842041015625,464.9,polygon mean,ok
160,BEŞİKTAŞ,ULUS,40227,130,288,72,256,234,0,29.026914,41.0645,0.525,name+spatial,443.6,508.3,443.59588623046875,557.3040771484375,508.3,polygon mean,ok
161,BEŞİKTAŞ,VİŞNEZADE,40214,254,273,146,338,317,18,28.998643,41.041507,0.584,name+district,473.9,496.2,440.4998779296875,600.0,496.2,polygon mean,ok
162,BEŞİKTAŞ,YILDIZ,40220,270,224,184,375,295,8,29.014472,41.047986,1.125,name+district,473.1,472.8,413.5164489746094,600.0,472.8,polygon mean,ok
163,BEYKOZ,ACARLAR,40250,3,1846,391,1977,262,1,29.124925,41.109378,5.446,name+spatial,516.3,458.3,247.64535522460938,563.3418579101562,458.3,polygon mean,ok
164,BEYKOZ,AKBABA,191701,298,210,188,682,14,0,29.112776,41.156208,4.515,name+spatial,466.2,423.8,344.0790100097656,491.5520935058594,423.8,polygon mean,ok
165,BEYKOZ,ALİBAHADIR,191703,22,151,130,302,1,0,29.208334,41.19189,11.288,name+spatial,401.7,432.0,290.91021728515625,534.6110229492188,432.0,polygon mean,ok
166,BEYKOZ,ANADOLU FENERİ,191705,42,73,301,414,2,0,29.170178,41.200889,16.997,name+spatial,401.1,435.4,290.91021728515625,600.0,435.4,polygon mean,ok
167,BEYKOZ,ANADOLU HİSARI,40243,362,163,138,619,44,0,29.07112,41.087005,0.994,name+district,509.8,480.8,413.6929626464844,517.5634765625,480.8,polygon mean,ok
168,BEYKOZ,ANADOLU KAVAĞI,40256,93,163,153,402,7,0,29.094366,41.169803,5.272,name+spatial,537.6,524.9,373.7281494140625,687.6017456054688,524.9,polygon mean,ok
169,BEYKOZ,BAKLACI,40257,21,0,1024,1034,11,0,29.137561,41.061773,11.853,name+district,444.3,405.7,270.9442138671875,528.5159301757812,405.7,polygon mean,ok
170,BEYKOZ,BOZHANE,191725,47,82,149,278,0,0,29.296279,41.17929,14.454,name+spatial,283.8,421.2,281.26129150390625,600.0,421.2,polygon mean,ok
171,BEYKOZ,CUMHURİYET,191727,205,194,283,679,3,0,29.254694,41.126598,10.635,name+spatial,401.7,407.7,247.59494018554688,518.7125854492188,407.7,polygon mean,ok
172,BEYKOZ,ÇAMLIBAHÇE,40253,699,255,115,1042,27,0,29.08309,41.148462,0.51,name+district,480.5,427.8,373.7281494140625,480.45733642578125,427.8,polygon mean,ok
173,BEYKOZ,ÇENGELDERE,40258,26,3,1161,1159,31,0,29.146481,41.097479,5.242,name+spatial,343.9,405.1,293.15618896484375,545.74462890625,405.1,polygon mean,ok
174,BEYKOZ,ÇİFTLİK,40259,31,0,1074,1079,26,0,29.140818,41.079665,4.098,name+spatial,389.1,374.4,293.15618896484375,471.4518737792969,374.4,polygon mean,ok
175,BEYKOZ,ÇİĞDEM,40240,962,752,177,1793,98,0,29.096228,41.110169,0.89,name+district,449.0,497.0,449.0228576660156,600.0,497.0,polygon mean,ok
176,BEYKOZ,ÇUBUKLU,40241,1414,1493,428,3110,224,1,29.086717,41.102593,2.36,name+district,469.3,460.2,306.25634765625,600.0,460.2,polygon mean,ok
177,BEYKOZ,DERESEKİ,191709,130,222,370,718,4,0,29.148984,41.156805,8.791,name+spatial,264.5,413.3,264.5150146484375,538.9666748046875,413.3,polygon mean,ok
178,BEYKOZ,ELMALI,191711,92,501,310,880,23,0,29.129485,41.13683,4.379,name+spatial,489.3,457.2,247.64535522460938,538.9666748046875,457.2,polygon mean,ok
179,BEYKOZ,FATİH,40260,17,0,602,583,36,0,29.118856,41.086246,3.622,name+spatial,490.0,438.9,293.15618896484375,563.3418579101562,438.9,polygon mean,ok
180,BEYKOZ,GÖKSU,40244,354,126,125,580,25,0,29.071026,41.07794,0.736,name+district,369.4,443.7,369.44964599609375,509.7632141113281,443.7,polygon mean,ok
181,BEYKOZ,GÖLLÜ,191729,20,36,91,147,0,0,29.285435,41.198542,14.728,name+spatial,353.7,411.8,281.26129150390625,600.0,411.8,polygon mean,ok
182,BEYKOZ,GÖRELE,191713,30,412,213,650,5,0,29.146953,41.110653,2.935,name+spatial,445.0,414.2,247.64535522460938,501.51580810546875,414.2,polygon mean,ok
183,BEYKOZ,GÖZTEPE,40246,189,294,557,904,135,1,29.088293,41.078755,2.61,name+district,397.5,402.9,306.25634765625,509.7632141113281,402.9,polygon mean,ok
184,BEYKOZ,GÜMÜŞSUYU,40237,1354,1211,586,3087,64,0,29.11068,41.126192,2.467,name+district,625.9,511.7,354.110107421875,625.8831176757812,511.7,polygon mean,ok
185,BEYKOZ,İNCİRKÖY,40238,2043,775,419,3124,113,0,29.114581,41.119909,2.003,name+district,531.8,480.8,247.64535522460938,625.8831176757812,480.8,polygon mean,ok
186,BEYKOZ,İSHAKLI,191731,64,213,379,655,1,0,29.314139,41.137639,12.4,name+spatial,481.1,412.8,248.1693878173828,523.7916870117188,412.8,polygon mean,ok
187,BEYKOZ,KANLICA,40242,387,206,150,658,84,1,29.072149,41.098494,1.319,name+spatial,524.6,497.0,306.25634765625,600.0,497.0,polygon mean,ok
188,BEYKOZ,KAVACIK,40247,959,667,363,1296,606,87,29.083346,41.090389,1.631,name+district,306.3,437.0,306.25634765625,509.7632141113281,437.0,polygon mean,ok
189,BEYKOZ,KAYNARCA,191715,3,124,91,218,0,0,29.152735,41.172377,5.581,name+spatial,476.1,394.2,264.5150146484375,476.1238708496094,394.2,polygon mean,ok
190,BEYKOZ,KILIÇLI,191733,0,39,293,331,1,0,29.320724,41.157291,16.959,name+spatial,326.2,381.0,241.56146240234375,551.9502563476562,381.0,polygon mean,ok
191,BEYKOZ,MAHMUTŞEVKETPAŞA,191723,213,254,267,727,7,0,29.195247,41.154291,16.156,name+spatial,387.7,418.8,234.72845458984375,556.4426879882812,418.8,polygon mean,ok
192,BEYKOZ,MERKEZ,40251,712,291,209,1147,64,1,29.110629,41.134345,3.577,name+district,535.8,485.4,344.0790100097656,572.1864624023438,485.4,polygon mean,ok
193,BEYKOZ,ORTAÇEŞME,40254,594,705,249,1517,31,0,29.091958,41.14578,0.818,name+district,464.6,416.1,344.0790100097656,480.45733642578125,416.1,polygon mean,ok
194,BEYKOZ,ÖĞÜMCE,191735,81,161,110,352,0,0,29.24782,41.154186,10.653,name+spatial,470.1,418.6,247.93128967285156,553.2577514648438,418.6,polygon mean,ok
195,BEYKOZ,ÖRNEKKÖY,191721,20,676,358,1044,10,0,29.153181,41.142612,3.717,name+spatial,356.3,432.4,266.804931640625,538.9666748046875,432.4,polygon mean,ok
196,BEYKOZ,PAŞABAHÇE,40239,474,166,101,694,47,0,29.092982,41.114154,0.573,name+spatial,600.0,514.0,449.0228576660156,600.0,514.0,polygon mean,water
197,BEYKOZ,PAŞAMANDIRA,191737,50,269,240,559,0,0,29.235492,41.171153,12.124,name+spatial,437.5,407.1,234.72845458984375,504.8215637207031,407.1,polygon mean,ok
198,BEYKOZ,POLONEZKÖY,191717,105,155,212,469,3,0,29.198853,41.111426,29.36,name+spatial,411.3,413.1,247.59494018554688,560.2520751953125,413.1,polygon mean,ok
199,BEYKOZ,POYRAZKÖY,16634,89,12,205,300,6,0,29.133125,41.190553,8.601,name+spatial,432.5,493.8,358.7102355957031,600.0,493.8,polygon mean,ok
200,BEYKOZ,RİVA,191707,8,64,1305,1367,9,1,29.242802,41.212781,22.682,name+spatial,317.6,441.6,289.06671142578125,600.0,441.6,polygon mean,ok
201,BEYKOZ,RÜZGARLIBAHÇE,40248,536,826,342,1618,58,28,29.10173,41.090292,3.441,name+district,433.6,432.9,306.2891845703125,545.697021484375,432.9,polygon mean,ok
202,BEYKOZ,SOĞUKSU,40249,378,925,259,1470,92,0,29.110424,41.111608,0.944,name+district,460.4,495.6,449.0228576660156,534.6031494140625,495.6,polygon mean,ok
203,BEYKOZ,TOKATKÖY,40255,995,1366,411,2688,84,0,29.10065,41.162779,4.084,name+spatial,459.2,467.6,350.28228759765625,600.76904296875,467.6,polygon mean,ok
204,BEYKOZ,YALIKÖY,40252,740,346,242,1295,33,0,29.08259,41.141212,1.022,name+district,439.4,428.7,356.0762634277344,488.5179443359375,428.7,polygon mean,ok
205,BEYKOZ,YAVUZ SELİM,40261,30,18,1363,1392,19,0,29.179003,41.073166,13.561,name+spatial,428.0,438.1,295.5725402832031,619.2300415039062,438.1,polygon mean,ok
206,BEYKOZ,YENİ MAHALLE,40245,1046,1750,648,3366,78,0,29.090858,41.068181,2.491,name+district,440.2,415.8,306.2891845703125,528.5159301757812,415.8,polygon mean,ok
207,BEYKOZ,ZERZAVATÇI,191739,43,157,86,284,2,0,29.162077,41.132694,3.493,name+spatial,477.8,422.7,247.64535522460938,477.7560729980469,422.7,polygon mean,ok
208,BEYLİKDÜZÜ,ADNAN KAHVECİ,40869,0,505,1113,583,490,545,28.628431,40.998874,4.552,name+district,360.9,436.2,263.6153564453125,560.78125,436.2,polygon mean,ok
209,BEYLİKDÜZÜ,BARIŞ,40875,0,303,499,368,56,378,28.65185,40.998978,2.547,name+district,420.0,421.9,331.7113037109375,495.5061340332031,421.9,polygon mean,ok
